firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name2027,lastname2027,July,22,2000,BS Legal Managemnet,Globe,Male
name2028,lastname2028,May,25,1997,BS Communications Technology,Globe,Female
name2029,lastname2029,April,24,1999,BS Legal Management,Globe,Female
name2030,lastname2030,August,27,1999,BS Communications Technology,Globe,Female
name2031,lastname2031,June,6,1999,BS Management Engineering,Smart,Male
name2032,lastname2032,May,26,2001,BS Communications Technology,Smart,Male
name2033,lastname2033,May,15,1997,BS Information Technology Entrepreneurship,Smart,Female
name2034,lastname2034,December,23,1999,BS Information Technology Entrepreneurship,Globe,Male
name2035,lastname2035,February,27,2001,BS Management Engineering,Globe,Male
name2036,lastname2036,May,5,2000,BS Legal Managemnet,Globe,Female
name2037,lastname2037,November,14,1999,BS Information Technology Entrepreneurship,Globe,Female
name2038,lastname2038,February,20,2000,BS Information Technology Entrepreneurship,Smart,Female
name2039,lastname2039,June,7,1997,BS Communications Technology,Globe,Female
name2040,lastname2040,February,25,1999,BS Management,Globe,Female
name2041,lastname2041,March,2,2000,BS Communications Technology,Globe,Male
name2042,lastname2042,September,14,1997,BS Management,Globe,Male
name2043,lastname2043,December,2,1997,BS Communications Technology,Globe,Male
name2044,lastname2044,February,17,1998,BS Management,Globe,Female
name2045,lastname2045,December,1,1999,BS Communications Technology,Smart,Male
name2046,lastname2046,December,19,1999,BS Communications Technology,Globe,Male
name2047,lastname2047,May,6,1999,BS Management,Smart,Female
name2048,lastname2048,June,2,1998,BS Communications Technology,Globe,Male
name2049,lastname2049,February,23,1999,BS Management Engineering,Smart,Male
name2050,lastname2050,January,12,1997,BS Information Technology Entrepreneurship,Smart,Female
name2051,lastname2051,June,9,1998,BS Management Engineering,Smart,Female
name2052,lastname2052,June,3,1998,BS Management,Globe,Female
name2053,lastname2053,May,18,2000,BS Information Technology Entrepreneurship,Globe,Male
name2054,lastname2054,March,2,2001,BS Management Engineering,Globe,Female
name2055,lastname2055,March,5,1998,BS Communications Technology,Globe,Male
name2056,lastname2056,August,12,2001,BS Information Technology Entrepreneurship,Globe,Female
name2057,lastname2057,August,2,1999,BS Legal Management,Globe,Male
name2058,lastname2058,July,9,1997,BS Management Engineering,Globe,Male
name2059,lastname2059,April,17,1998,BS Legal Management,Globe,Female
name2060,lastname2060,July,13,1998,BS Management Engineering,Globe,Male
name2061,lastname2061,August,15,1997,BS Legal Managemnet,Globe,Female
name2062,lastname2062,July,19,2001,BS Legal Management,Globe,Male
name2063,lastname2063,July,2,1999,BS Management,Smart,Female
name2064,lastname2064,May,19,2000,BS Information Technology Entrepreneurship,Globe,Male
name2065,lastname2065,April,26,1999,BS Communications Technology,Globe,Female
name2066,lastname2066,September,6,1998,BS Information Technology Entrepreneurship,Smart,Female
name2067,lastname2067,December,6,2001,BS Management,Globe,Female
name2068,lastname2068,November,23,2000,BS Legal Management,Smart,Male
name2069,lastname2069,May,5,2001,BS Communications Technology,Globe,Female
name2070,lastname2070,June,16,1998,BS Communications Technology,Smart,Female
name2071,lastname2071,July,11,1998,BS Legal Management,Smart,Female
name2072,lastname2072,September,26,1997,BS Legal Management,Globe,Male
name2073,lastname2073,September,5,1999,BS Information Technology Entrepreneurship,Globe,Male
name2074,lastname2074,December,8,2001,BS Communications Technology,Globe,Female
name2075,lastname2075,July,19,2001,BS Communications Technology,Smart,Male
name2076,lastname2076,August,27,1997,BS Information Technology Entrepreneurship,Globe,Male
name2077,lastname2077,June,1,2001,BS Management Engineering,Smart,Female
name2078,lastname2078,March,24,1999,BS Information Technology Entrepreneurship,Globe,Female
name2079,lastname2079,January,14,1999,BS Communications Technology,Smart,Female
name2080,lastname2080,January,10,2000,BS Legal Managemnet,Smart,Male
name2081,lastname2081,August,3,2001,BS Information Technology Entrepreneurship,Smart,Male
name2082,lastname2082,January,28,1997,BS Information Technology Entrepreneurship,Smart,Female
name2083,lastname2083,April,11,1998,BS Information Technology Entrepreneurship,Globe,Male
name2084,lastname2084,January,10,1997,BS Information Technology Entrepreneurship,Globe,Female
name2085,lastname2085,January,1,1997,BS Communications Technology,Globe,Female
name2086,lastname2086,June,28,1998,BS Management,Smart,Male
name2087,lastname2087,March,8,2001,BS Information Technology Entrepreneurship,Globe,Male
name2088,lastname2088,April,3,1998,BS Legal Managemnet,Globe,Female
name2089,lastname2089,February,25,2000,BS Information Technology Entrepreneurship,Smart,Female
name2090,lastname2090,September,25,1997,BS Management,Globe,Female
name2091,lastname2091,November,12,1999,BS Management,Smart,Female
name2092,lastname2092,August,19,1997,BS Management Engineering,Smart,Female
name2093,lastname2093,April,16,1999,BS Management Engineering,Smart,Female
name2094,lastname2094,April,12,1997,BS Legal Management,Globe,Female
name2095,lastname2095,January,1,1997,BS Legal Managemnet,Smart,Male
name2096,lastname2096,August,17,1997,BS Legal Management,Globe,Male
name2097,lastname2097,July,16,1998,BS Legal Management,Smart,Male
name2098,lastname2098,February,19,1999,BS Legal Management,Globe,Female
name2099,lastname2099,August,26,1999,BS Management,Globe,Female
name2100,lastname2100,December,2,1999,BS Information Technology Entrepreneurship,Smart,Male
name2101,lastname2101,July,3,1997,BS Information Technology Entrepreneurship,Smart,Female
name2102,lastname2102,May,18,1997,BS Management Engineering,Globe,Female
name2103,lastname2103,June,17,1998,BS Legal Management,Globe,Female
name2104,lastname2104,November,18,1998,BS Information Technology Entrepreneurship,Smart,Male
name2105,lastname2105,April,3,1997,BS Communications Technology,Smart,Female
name2106,lastname2106,December,25,2001,BS Management Engineering,Globe,Male
name2107,lastname2107,January,17,1998,BS Management Engineering,Globe,Male
name2108,lastname2108,November,11,1997,BS Management Engineering,Globe,Female
name2109,lastname2109,June,4,2000,BS Legal Management,Smart,Male
name2110,lastname2110,December,28,1998,BS Management Engineering,Globe,Male
name2111,lastname2111,November,18,1997,BS Communications Technology,Globe,Male
name2112,lastname2112,October,19,1998,BS Management,Globe,Male
name2113,lastname2113,April,26,2000,BS Management,Globe,Male
name2114,lastname2114,January,27,2000,BS Information Technology Entrepreneurship,Globe,Male
name2115,lastname2115,October,28,1999,BS Management Engineering,Globe,Male
name2116,lastname2116,May,3,2001,BS Communications Technology,Globe,Female
name2117,lastname2117,February,12,2000,BS Information Technology Entrepreneurship,Globe,Female
name2118,lastname2118,January,15,1998,BS Communications Technology,Globe,Female
name2119,lastname2119,November,22,1999,BS Legal Management,Globe,Female
name2120,lastname2120,October,13,1997,BS Communications Technology,Globe,Female
name2121,lastname2121,September,16,2001,BS Management,Globe,Female
name2122,lastname2122,August,13,1999,BS Communications Technology,Globe,Male
name2123,lastname2123,January,1,1998,BS Legal Management,Smart,Female
name2124,lastname2124,January,13,2001,BS Management Engineering,Globe,Male
name2125,lastname2125,October,24,1997,BS Communications Technology,Globe,Female
name2126,lastname2126,June,26,1997,BS Management,Globe,Female
name2127,lastname2127,February,28,1998,BS Legal Management,Globe,Male
name2128,lastname2128,December,16,2000,BS Information Technology Entrepreneurship,Smart,Male
name2129,lastname2129,November,24,1998,BS Information Technology Entrepreneurship,Globe,Male
name2130,lastname2130,January,6,1998,BS Management Engineering,Smart,Male
name2131,lastname2131,November,9,1999,BS Communications Technology,Smart,Female
name2132,lastname2132,June,1,1999,BS Management,Globe,Female
name2133,lastname2133,May,20,1997,BS Legal Management,Globe,Male
name2134,lastname2134,April,3,1997,BS Management,Globe,Male
name2135,lastname2135,December,7,1997,BS Communications Technology,Globe,Male
name2136,lastname2136,December,1,2001,BS Legal Management,Smart,Female
name2137,lastname2137,August,20,1998,BS Information Technology Entrepreneurship,Smart,Female
name2138,lastname2138,June,2,1997,BS Communications Technology,Globe,Female
name2139,lastname2139,April,22,1997,BS Communications Technology,Globe,Female
name2140,lastname2140,July,23,1999,BS Information Technology Entrepreneurship,Smart,Male
name2141,lastname2141,October,2,2001,BS Communications Technology,Globe,Female
name2142,lastname2142,July,25,2000,BS Management,Globe,Female
name2143,lastname2143,January,3,1997,BS Management,Globe,Male
name2144,lastname2144,July,14,1998,BS Legal Management,Globe,Male
name2145,lastname2145,November,6,1998,BS Management,Globe,Male
name2146,lastname2146,October,2,1997,BS Communications Technology,Smart,Female
name2147,lastname2147,May,17,2001,BS Communications Technology,Globe,Female
name2148,lastname2148,March,22,1998,BS Management,Globe,Female
name2149,lastname2149,September,11,1999,BS Management,Globe,Male
name2150,lastname2150,July,24,1999,BS Communications Technology,Globe,Female
name2151,lastname2151,August,6,1997,BS Management,Smart,Male
name2152,lastname2152,February,24,1998,BS Communications Technology,Globe,Male
name2153,lastname2153,April,23,1999,BS Communications Technology,Globe,Male
name2154,lastname2154,June,26,2000,BS Management,Globe,Male
name2155,lastname2155,April,13,1997,BS Communications Technology,Globe,Male
name2156,lastname2156,September,15,1998,BS Management,Globe,Male
name2157,lastname2157,October,4,1999,BS Legal Management,Globe,Female
name2158,lastname2158,April,10,1997,BS Management,Globe,Male
name2159,lastname2159,May,15,1998,BS Management Engineering,Globe,Male
name2160,lastname2160,July,4,1999,BS Information Technology Entrepreneurship,Smart,Female
name2161,lastname2161,April,6,1999,BS Management,Globe,Male
name2162,lastname2162,April,25,1997,BS Legal Managemnet,Globe,Male
name2163,lastname2163,August,23,1999,BS Legal Managemnet,Smart,Male
name2164,lastname2164,February,27,1997,BS Management,Globe,Female
name2165,lastname2165,April,26,2001,BS Management Engineering,Globe,Male
name2166,lastname2166,July,17,2001,BS Management Engineering,Globe,Male
name2167,lastname2167,August,15,1998,BS Management,Smart,Male
name2168,lastname2168,December,22,2001,BS Information Technology Entrepreneurship,Smart,Female
name2169,lastname2169,February,7,1998,BS Legal Managemnet,Globe,Female
name2170,lastname2170,October,5,1997,BS Legal Managemnet,Smart,Female
name2171,lastname2171,July,24,1998,BS Information Technology Entrepreneurship,Globe,Male
name2172,lastname2172,April,8,2001,BS Management,Smart,Female
name2173,lastname2173,June,22,1997,BS Legal Management,Smart,Female
name2174,lastname2174,December,5,1998,BS Information Technology Entrepreneurship,Smart,Female
name2175,lastname2175,June,25,1998,BS Management,Smart,Female
name2176,lastname2176,April,4,1998,BS Communications Technology,Globe,Male
name2177,lastname2177,October,7,2001,BS Management,Globe,Male
name2178,lastname2178,September,15,1997,BS Management Engineering,Globe,Male
name2179,lastname2179,May,7,2001,BS Management Engineering,Smart,Male
name2180,lastname2180,October,19,1998,BS Information Technology Entrepreneurship,Globe,Female
name2181,lastname2181,November,3,2000,BS Information Technology Entrepreneurship,Globe,Female
name2182,lastname2182,May,3,2000,BS Communications Technology,Smart,Female
name2183,lastname2183,February,22,1998,BS Communications Technology,Globe,Male
name2184,lastname2184,November,20,1998,BS Management,Smart,Female
name2185,lastname2185,February,3,1998,BS Information Technology Entrepreneurship,Globe,Female
name2186,lastname2186,November,25,1997,BS Information Technology Entrepreneurship,Globe,Male
name2187,lastname2187,August,25,1997,BS Communications Technology,Globe,Female
name2188,lastname2188,January,26,2000,BS Communications Technology,Smart,Female
name2189,lastname2189,September,9,1999,BS Communications Technology,Globe,Male
name2190,lastname2190,August,5,1997,BS Communications Technology,Globe,Male
name2191,lastname2191,December,17,1997,BS Management,Smart,Male
name2192,lastname2192,May,6,2000,BS Communications Technology,Globe,Female
name2193,lastname2193,November,10,1998,BS Communications Technology,Globe,Female
name2194,lastname2194,September,8,2001,BS Communications Technology,Globe,Male
name2195,lastname2195,May,6,1999,BS Communications Technology,Globe,Male
name2196,lastname2196,September,24,1999,BS Communications Technology,Globe,Female
name2197,lastname2197,November,25,2001,BS Management,Globe,Female
name2198,lastname2198,August,10,1999,BS Management Engineering,Smart,Female
name2199,lastname2199,December,2,1999,BS Communications Technology,Globe,Female
name2200,lastname2200,November,28,2000,BS Information Technology Entrepreneurship,Globe,Male
name2201,lastname2201,December,10,2000,BS Communications Technology,Smart,Male
name2202,lastname2202,June,25,1997,BS Information Technology Entrepreneurship,Smart,Female
